source,split,image,image_path,caption,category,caption_length
UCM,train,UCM_357.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_357.jpg,Waves slapping a white sand beach throw up white foams .,water,11
NWPU,train,NWPU_21965.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_21965.jpg,"A broad blue-blue river that bends at approximately a right angle, With yellow desert on both sides, And a little green and tan mixed fields, .",vegetation,26
NWPU,train,NWPU_23583.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23583.jpg,The runway is on the bare land next to some houses and trees .,landscape,14
RSICD,train,RSICD_9472.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9472.jpg,a large white storage tank is placed in the factory .,infrastructure,11
NWPU,train,NWPU_29080.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29080.jpg,There are many green terraces arranged neatly .,vegetation,8
NWPU,train,NWPU_353.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_353.jpg,The runway of the airport is surrounded by grass .,airport,10
RSICD,train,RSICD_5358.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5358.jpg,an island are in the middle of the lake .,water,10
RSICD,train,RSICD_4115.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4115.jpg,many factories have been built in the factory .,infrastructure,9
RSICD,train,RSICD_8333.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8333.jpg,a building with swimming pool is surrounded by sparse green trees .,vegetation,12
UCM,train,UCM_1868.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1868.jpg,A villa with grey roofs is surrounded by lush plants in the sparse residential area .,urban,16
NWPU,train,NWPU_12217.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_12217.jpg,There are few houses in the industrial area .,infrastructure,9
NWPU,train,NWPU_31273.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_31273.jpg,There is an airplane in the parking lot .,airport,9
RSICD,train,RSICD_8608.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8608.jpg,a semi-circle square is surrounded by green meadows .,vegetation,9
NWPU,train,NWPU_11043.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11043.jpg,The ground track field is next to a forest and some other sports areas are next to the ground track field .,vegetation,22
UCM,train,UCM_1007.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1007.jpg,Lots of boats docked in lines at the harbor .,water,10
UCM,train,UCM_762.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_762.jpg,There are lots of dark green trees in the dense forest .,vegetation,12
NWPU,train,NWPU_12233.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_12233.jpg,Neatly planned factories and roads in an industrial area .,infrastructure,10
NWPU,train,NWPU_17673.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_17673.jpg,Below this overpass is a four-lane highway .,transportation,8
NWPU,train,NWPU_22192.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_22192.jpg,"A light green river curved like an arc, With small islands on the river, Green land on both sides of the bank, And large buildings .",vegetation,26
RSICD,train,RSICD_6923.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_6923.jpg,"many white ships docked at the port,some of them are blue .",water,12
UCM,train,UCM_665.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_665.jpg,Many houses with grey and black roofs arranged in lines in the dense residential area .,urban,16
NWPU,train,NWPU_4989.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_4989.jpg,There are some green circle farmland near the buildings .,vegetation,10
RSICD,train,RSICD_4246.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4246.jpg,part of meadow with many intensive dark green grass in it .,vegetation,12
RSICD,train,RSICD_9106.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9106.jpg,the stadium has red and blue stands surrounded by vegetation .,vegetation,11
NWPU,train,NWPU_28470.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_28470.jpg,The tennis court is on the grass next to some buildings .,vegetation,12
UCM,train,UCM_327.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_327.jpg,Waves come to the white sand beach over and over again and throw up white foams .,water,17
UCM,train,UCM_911.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_911.jpg,Green turfs and some trees in the golf course .,vegetation,10
UCM,train,UCM_1738.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1738.jpg,A straight runway with some mark lines on it .,airport,10
RSICD,train,RSICD_695.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_695.jpg,some sparse green trees are around four baseball fields .,vegetation,10
NWPU,train,NWPU_6821.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_6821.jpg,There are tall buildings on the right side of the road .,transportation,12
RSICD,train,RSICD_8070.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8070.jpg,many buildings and green trees are in a school with a playground and two ponds .,vegetation,16
NWPU,train,NWPU_27646.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_27646.jpg,The grass is beside the storage tanks .,vegetation,8
RSICD,train,RSICD_3232.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3232.jpg,many pieces of green farmlands are together .,vegetation,8
NWPU,train,NWPU_14900.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_14900.jpg,There is no grass in some parts of the meadow .,vegetation,11
NWPU,train,NWPU_14245.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_14245.jpg,There are green land around the lake .,vegetation,8
RSICD,train,RSICD_10114.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10114.jpg,a basketball field and a square bare ground are near to several buildings and a parking lot .,vegetation,18
UCM,train,UCM_618.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_618.jpg,There are lots of houses arranged neatly and a road goes through them .,transportation,14
NWPU,train,NWPU_8638.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_8638.jpg,A straight road through this dense forest .,vegetation,8
NWPU,train,NWPU_5676.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_5676.jpg,A white cloud floats above the forest and river .,vegetation,10
RSICD,train,RSICD_1361.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1361.jpg,several green trees and buildings are in two sides of a river with a bridge over it .,vegetation,18
NWPU,train,NWPU_27059.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_27059.jpg,The stadium is on the bare land next to some roads .,landscape,12
RSICD,train,RSICD_6142.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_6142.jpg,there is a river around the football field .,vegetation,9
NWPU,train,NWPU_21912.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_21912.jpg,The dark green river goes through the farmland and some buildings are next to the river .,vegetation,17
NWPU,train,NWPU_16108.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_16108.jpg,The mobile home park has some mobile homes along the roads and some trees are among these mobile homes .,vegetation,20
RSICD,train,RSICD_9455.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9455.jpg,a large number of different sizes of storage tanks on the road in a piece of land.,landscape,17
UCM,train,UCM_771.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_771.jpg,There are lots of dark green plants in the dense forest .,vegetation,12
UCM,train,UCM_123.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_123.jpg,A purple airplane and a beige airplane are stopped at the airport .,airport,13
UCM,train,UCM_604.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_604.jpg,There are lots of houses arranged neatly and a road goes through them .,transportation,14
RSICD,train,RSICD_5182.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5182.jpg,many buildings are around a a park with green plants .,vegetation,11
RSICD,train,RSICD_6290.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_6290.jpg,green meadows are around an irregular pond .,vegetation,8
NWPU,train,NWPU_29622.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29622.jpg,"Plant and machinery in a thermal power station, With a cooling tower and two chimneys .",vegetation,16
UCM,train,UCM_677.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_677.jpg,This is a dense residential area .,urban,7
RSICD,train,RSICD_2355.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2355.jpg,some buildings are in two sides of a road in a commercial area .,transportation,14
RSICD,train,RSICD_9247.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9247.jpg,"a small pond with green water is located next to huge, white, round tanks .",vegetation,15
RSICD,train,RSICD_8416.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8416.jpg,this is a road a building and some trees .,urban,10
RSICD,train,RSICD_8679.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8679.jpg,many cars are running on a circle road around a square .,transportation,12
RSICD,train,RSICD_2248.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2248.jpg,many buildings and green trees are in a commercial area .,vegetation,11
NWPU,train,NWPU_18293.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_18293.jpg,There are many green trees around the palace .,vegetation,9
NWPU,train,NWPU_15763.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_15763.jpg,Many buildings of different shapes are in medium residential area .,urban,11
NWPU,train,NWPU_16882.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_16882.jpg,The mountain is uneven and rough .,landscape,7
NWPU,train,NWPU_16581.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_16581.jpg,There are some black buildings on a green lawn in the mobile home park .,vegetation,15
RSICD,train,RSICD_3949.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3949.jpg,a factory is surrounded by roads next to which is farmland.,infrastructure,11
NWPU,train,NWPU_10168.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_10168.jpg,There is a bunker and a path on a large green lawn in a golf course with many trees and a building .,vegetation,23
UCM,train,UCM_1462.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1462.jpg,An overpass cross two roads vertically with some cars on the roads .,unknown,13
RSICD,train,RSICD_8004.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8004.jpg,many buildings and some green trees are in a school .,vegetation,11
RSICD,train,RSICD_4993.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4993.jpg,many white snows cover a part of a khaki mountain .,landscape,11
NWPU,train,NWPU_1099.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_1099.jpg,There are two baseball fields by the road .,transportation,9
RSICD,train,RSICD_7485.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7485.jpg,"the pool is blue, the grass is green and the trees are dark green .",vegetation,15
UCM,train,UCM_1719.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1719.jpg,It is a straight runway with some mark lines on it .,airport,12
RSICD,train,RSICD_1517.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1517.jpg,two different cars are on a bridge over a river .,transportation,11
UCM,train,UCM_1853.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1853.jpg,A house with grey roofs is surrounded by trees and lawn in the sparse residential area .,urban,17
UCM,train,UCM_1608.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1608.jpg,Green plants flourish on both banks of the river .,vegetation,10
NWPU,train,NWPU_824.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_824.jpg,There is a baseball diamonds in the grass next to the highway .,vegetation,13
RSICD,train,RSICD_5489.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5489.jpg,many cars are parked in a parking lot .,unknown,9
NWPU,train,NWPU_20591.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_20591.jpg,Many buildings of different shapes and sizes are beside the railway station .,transportation,13
UCM,train,UCM_1069.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1069.jpg,Many boats docked neatly at the harbor and the water is deep blue .,water,14
NWPU,train,NWPU_29826.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29826.jpg,There are some buildings and a chimney on the thermal power station .,infrastructure,13
NWPU,train,NWPU_7347.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_7347.jpg,The dense residential is next to the water .,urban,9
RSICD,train,RSICD_4126.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4126.jpg,a large number of plants have been planted around the industrial area .,infrastructure,13
UCM,train,UCM_1743.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1743.jpg,It is a straight runway with some white mark lines on it .,airport,13
UCM,train,UCM_122.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_122.jpg,There is an airplane on the runway .,airport,8
NWPU,train,NWPU_2860.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_2860.jpg,Two bridges are over the green river .,vegetation,8
UCM,train,UCM_1814.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1814.jpg,A house with bushes surrounded is in the sparse residential area .,urban,12
NWPU,train,NWPU_3042.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_3042.jpg,Both sides of the river are dense forests .,water,9
NWPU,train,NWPU_5247.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_5247.jpg,Several green circular farmlands are neatly arranged on the ground and some rectangular farmlands beside .,vegetation,16
NWPU,train,NWPU_18584.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_18584.jpg,There are many green trees around the black palace .,vegetation,10
RSICD,train,RSICD_6812.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_6812.jpg,a port with many boats are near a railway station with viaduct over it .,transportation,15
NWPU,train,NWPU_5393.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_5393.jpg,Several circular farmlands with different colors are on the wasteland and some roads go through the wasteland .,unknown,18
NWPU,train,NWPU_7367.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_7367.jpg,The dense residential is next to the road with many cars .,urban,12
UCM,train,UCM_145.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_145.jpg,Four white airplanes are stopped at the airport and the ground is dark .,airport,14
RSICD,train,RSICD_5286.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5286.jpg,many buildings and a road semi-surround a park with many green trees and a pond .,vegetation,16
RSICD,train,RSICD_7775.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7775.jpg,urban areas and farmlands are in two sides of a curved river .,urban,13
RSICD,train,RSICD_3651.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3651.jpg,many green tree form a piece of forest .,vegetation,9
NWPU,train,NWPU_20029.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_20029.jpg,There are some brown trains on the railway .,transportation,9
NWPU,train,NWPU_2318.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_2318.jpg,"Green vegetation, Milky beaches and deep green waters .",vegetation,9
RSICD,train,RSICD_4698.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4698.jpg,"many residential houses are on the lawn, like straight line,like ring .",urban,12
NWPU,train,NWPU_25732.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_25732.jpg,"White, Brown, And green transitions from the peaks to the bottom of the peaks in the Snow Mountain Range .",vegetation,20
NWPU,train,NWPU_23265.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23265.jpg,The grass is beside the runway .,vegetation,7
RSICD,train,RSICD_10521.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10521.jpg,the overall tone of the playground is light green while the color of every court is dark green,vegetation,18
NWPU,train,NWPU_29915.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29915.jpg,The thermal power station is next to some buildings and trees with white mist above .,infrastructure,16
NWPU,train,NWPU_15099.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_15099.jpg,This meadow has dense grasses and parts of the meadow are relatively sparse .,unknown,14
RSICD,train,RSICD_10257.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10257.jpg,lots of basketball fields and a broad green river beside .,vegetation,11
RSICD,train,RSICD_4534.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4534.jpg,some buildings are in a medium residential area .,urban,9
